X00,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,CLASS
[-2.0149999999999997--1.86),[0.685-3.4],[2.29-4.5],[-2.38-0.515),[0.935-5.15],[1.645-7.62],[2.335-6.85],[-1.25-2.29),[2.96-6.88],[2.74-6.47],[-1.38-3.0300000000000002),[-1.04-2.895),[2.8449999999999998-6.13],[-1.88-2.5949999999999998),[2.715-7.68],[2.3200000000000003-6.61],[0.835-2.51),[0.615-5.18],[-2.9-0.865),[-0.245-4.65],[1.62-1.9949999999999999),A
[-0.535-2.0300000000000002),[-1.255-0.685),[-2.79-0.705),[-2.38-0.515),[-2.14-0.935),[-1.74-1.645),[2.335-6.85],[-1.25-2.29),[-1.66-2.96),[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[2.8449999999999998-6.13],[2.5949999999999998-7.75],[2.715-7.68],[-1.56-2.3200000000000003),[-2.85-0.835),[-3.19-0.615),[-2.9-0.865),[-0.245-4.65],[-0.785--0.685),C
[-1.86--0.825),[-2.35--1.255),[-2.79-0.705),[-2.38-0.515),[-2.14-0.935),[-1.74-1.645),[-1.8-2.335),[-1.25-2.29),[2.96-6.88],[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[-1.6-2.8449999999999998),[2.5949999999999998-7.75],[-2.09-2.715),[-1.56-2.3200000000000003),[0.835-2.51),[-3.19-0.615),[-2.9-0.865),[-0.245-4.65],[-0.485-0.585),C
[-0.535-2.0300000000000002),[0.685-3.4],[0.705-2.29),[0.515-5.75],[0.935-5.15],[1.645-7.62],[2.335-6.85],[2.29-6.34],[2.96-6.88],[2.74-6.47],[3.0300000000000002-8.38],[-1.04-2.895),[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[-3.19-0.615),[-2.9-0.865),[-0.245-4.65],[-0.62--0.485),B
[-0.535-2.0300000000000002),[-1.255-0.685),[-2.79-0.705),[-2.38-0.515),[-2.14-0.935),[-1.74-1.645),[-1.8-2.335),[2.29-6.34],[2.96-6.88],[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[2.8449999999999998-6.13],[2.5949999999999998-7.75],[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[0.615-5.18],[-2.9-0.865),[-0.245-4.65],[1.44-1.565),C
[-0.535-2.0300000000000002),[-1.255-0.685),[0.705-2.29),[0.515-5.75],[0.935-5.15],[-1.74-1.645),[2.335-6.85],[2.29-6.34],[-1.66-2.96),[-1.77-2.74),[-1.38-3.0300000000000002),[-1.04-2.895),[-1.6-2.8449999999999998),[2.5949999999999998-7.75],[2.715-7.68],[2.3200000000000003-6.61],[0.835-2.51),[0.615-5.18],[0.865-3.67],[-0.245-4.65],[2.5300000000000002-2.95],A
[-1.86--0.825),[-1.255-0.685),[-2.79-0.705),[-2.38-0.515),[0.935-5.15],[1.645-7.62],[2.335-6.85],[2.29-6.34],[2.96-6.88],[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[-3.19-0.615),[-2.9-0.865),[-0.245-4.65],[-0.485-0.585),B
[-0.535-2.0300000000000002),[-1.255-0.685),[-2.79-0.705),[0.515-5.75],[0.935-5.15],[-1.74-1.645),[-1.8-2.335),[2.29-6.34],[2.96-6.88],[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[-1.6-2.8449999999999998),[2.5949999999999998-7.75],[2.715-7.68],[-1.56-2.3200000000000003),[0.835-2.51),[0.615-5.18],[-2.9-0.865),[-0.245-4.65],[-0.485-0.585),C
[-0.535-2.0300000000000002),[0.685-3.4],[-2.79-0.705),[0.515-5.75],[0.935-5.15],[1.645-7.62],[2.335-6.85],[2.29-6.34],[2.96-6.88],[2.74-6.47],[-1.38-3.0300000000000002),[-1.04-2.895),[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[-3.19-0.615),[-2.9-0.865),[-0.245-4.65],[-0.485-0.585),B
[-0.535-2.0300000000000002),[-1.255-0.685),[0.705-2.29),[-2.38-0.515),[-2.14-0.935),[-1.74-1.645),[-1.8-2.335),[-1.25-2.29),[2.96-6.88],[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[2.8449999999999998-6.13],[2.5949999999999998-7.75],[2.715-7.68],[2.3200000000000003-6.61],[2.51-6.61],[0.615-5.18],[0.865-3.67],[-0.245-4.65],[-0.62--0.485),C
[-0.535-2.0300000000000002),[0.685-3.4],[0.705-2.29),[0.515-5.75],[0.935-5.15],[1.645-7.62],[2.335-6.85],[2.29-6.34],[2.96-6.88],[2.74-6.47],[-1.38-3.0300000000000002),[-1.04-2.895),[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[-3.19-0.615),[-2.9-0.865),[-0.245-4.65],[-0.485-0.585),B
[-0.535-2.0300000000000002),[-1.255-0.685),[-2.79-0.705),[-2.38-0.515),[-2.14-0.935),[-1.74-1.645),[2.335-6.85],[-1.25-2.29),[2.96-6.88],[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[-1.6-2.8449999999999998),[2.5949999999999998-7.75],[2.715-7.68],[2.3200000000000003-6.61],[-2.85-0.835),[-3.19-0.615),[0.865-3.67],[-2.55--0.245),[0.85-1.34),C
[-0.535-2.0300000000000002),[-1.255-0.685),[0.705-2.29),[0.515-5.75],[-2.14-0.935),[1.645-7.62],[-1.8-2.335),[2.29-6.34],[2.96-6.88],[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[-3.19-0.615),[-2.9-0.865),[-2.55--0.245),[-0.485-0.585),B
[-0.535-2.0300000000000002),[-1.255-0.685),[-2.79-0.705),[-2.38-0.515),[-2.14-0.935),[-1.74-1.645),[2.335-6.85],[2.29-6.34],[2.96-6.88],[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[-1.6-2.8449999999999998),[2.5949999999999998-7.75],[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[0.615-5.18],[-2.9-0.865),[-2.55--0.245),[1.34-1.44),B
[-0.535-2.0300000000000002),[-2.35--1.255),[0.705-2.29),[-2.38-0.515),[-2.14-0.935),[-1.74-1.645),[-1.8-2.335),[-1.25-2.29),[-1.66-2.96),[-1.77-2.74),[-1.38-3.0300000000000002),[2.895-6.94],[2.8449999999999998-6.13],[2.5949999999999998-7.75],[2.715-7.68],[2.3200000000000003-6.61],[2.51-6.61],[0.615-5.18],[0.865-3.67],[-0.245-4.65],[-0.485-0.585),C
[-0.535-2.0300000000000002),[0.685-3.4],[2.29-4.5],[0.515-5.75],[0.935-5.15],[1.645-7.62],[2.335-6.85],[2.29-6.34],[2.96-6.88],[-1.77-2.74),[-1.38-3.0300000000000002),[-1.04-2.895),[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[0.835-2.51),[-3.19-0.615),[-2.9-0.865),[-0.245-4.65],[-0.485-0.585),A
[-1.86--0.825),[-1.255-0.685),[-2.79-0.705),[-2.38-0.515),[-2.14-0.935),[-1.74-1.645),[-1.8-2.335),[-1.25-2.29),[-1.66-2.96),[-1.77-2.74),[-1.38-3.0300000000000002),[2.895-6.94],[2.8449999999999998-6.13],[2.5949999999999998-7.75],[2.715-7.68],[2.3200000000000003-6.61],[2.51-6.61],[0.615-5.18],[-2.9-0.865),[-0.245-4.65],[-1.545--1.2650000000000001),A
[-0.535-2.0300000000000002),[0.685-3.4],[-2.79-0.705),[-2.38-0.515),[0.935-5.15],[1.645-7.62],[-1.8-2.335),[-1.25-2.29),[-1.66-2.96),[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[2.8449999999999998-6.13],[2.5949999999999998-7.75],[2.715-7.68],[-1.56-2.3200000000000003),[0.835-2.51),[-3.19-0.615),[0.865-3.67],[-0.245-4.65],[-0.485-0.585),C
[-0.535-2.0300000000000002),[0.685-3.4],[-2.79-0.705),[0.515-5.75],[-2.14-0.935),[-1.74-1.645),[2.335-6.85],[2.29-6.34],[2.96-6.88],[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[0.835-2.51),[-3.19-0.615),[-2.9-0.865),[-0.245-4.65],[-0.62--0.485),B
[-2.54--2.0149999999999997),[-1.255-0.685),[-2.79-0.705),[-2.38-0.515),[-2.14-0.935),[-1.74-1.645),[-1.8-2.335),[2.29-6.34],[-1.66-2.96),[-1.77-2.74),[3.0300000000000002-8.38],[-1.04-2.895),[2.8449999999999998-6.13],[2.5949999999999998-7.75],[2.715-7.68],[2.3200000000000003-6.61],[2.51-6.61],[0.615-5.18],[0.865-3.67],[-0.245-4.65],[-0.485-0.585),C
[-0.535-2.0300000000000002),[-1.255-0.685),[0.705-2.29),[0.515-5.75],[0.935-5.15],[1.645-7.62],[2.335-6.85],[2.29-6.34],[2.96-6.88],[2.74-6.47],[-1.38-3.0300000000000002),[-1.04-2.895),[-1.6-2.8449999999999998),[2.5949999999999998-7.75],[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[-3.19-0.615),[-2.9-0.865),[-2.55--0.245),[-0.485-0.585),B
[-0.535-2.0300000000000002),[-2.35--1.255),[-2.79-0.705),[0.515-5.75],[-2.14-0.935),[-1.74-1.645),[-1.8-2.335),[-1.25-2.29),[-1.66-2.96),[2.74-6.47],[3.0300000000000002-8.38],[-1.04-2.895),[-1.6-2.8449999999999998),[2.5949999999999998-7.75],[2.715-7.68],[2.3200000000000003-6.61],[0.835-2.51),[0.615-5.18],[0.865-3.67],[-0.245-4.65],[-0.485-0.585),C
[-0.535-2.0300000000000002),[-1.255-0.685),[0.705-2.29),[0.515-5.75],[-2.14-0.935),[1.645-7.62],[2.335-6.85],[2.29-6.34],[2.96-6.88],[2.74-6.47],[3.0300000000000002-8.38],[-1.04-2.895),[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[-3.19-0.615),[0.865-3.67],[-0.245-4.65],[-1.2650000000000001--1.105),B
[-0.535-2.0300000000000002),[-1.255-0.685),[0.705-2.29),[0.515-5.75],[0.935-5.15],[1.645-7.62],[2.335-6.85],[-1.25-2.29),[2.96-6.88],[2.74-6.47],[-1.38-3.0300000000000002),[2.895-6.94],[-1.6-2.8449999999999998),[2.5949999999999998-7.75],[-2.09-2.715),[-1.56-2.3200000000000003),[0.835-2.51),[0.615-5.18],[-2.9-0.865),[-0.245-4.65],[-0.485-0.585),A
[-0.535-2.0300000000000002),[-1.255-0.685),[-2.79-0.705),[0.515-5.75],[0.935-5.15],[1.645-7.62],[2.335-6.85],[2.29-6.34],[-1.66-2.96),[2.74-6.47],[3.0300000000000002-8.38],[-1.04-2.895),[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[-3.19-0.615),[-2.9-0.865),[-0.245-4.65],[-0.485-0.585),B
[-0.535-2.0300000000000002),[0.685-3.4],[0.705-2.29),[0.515-5.75],[0.935-5.15],[-1.74-1.645),[2.335-6.85],[2.29-6.34],[-1.66-2.96),[-1.77-2.74),[-1.38-3.0300000000000002),[-1.04-2.895),[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[2.715-7.68],[-1.56-2.3200000000000003),[0.835-2.51),[0.615-5.18],[-2.9-0.865),[-0.245-4.65],[-0.485-0.585),A
[-2.54--2.0149999999999997),[-1.255-0.685),[-2.79-0.705),[-2.38-0.515),[-2.14-0.935),[-1.74-1.645),[-1.8-2.335),[-1.25-2.29),[-1.66-2.96),[2.74-6.47],[3.0300000000000002-8.38],[-1.04-2.895),[2.8449999999999998-6.13],[2.5949999999999998-7.75],[2.715-7.68],[2.3200000000000003-6.61],[0.835-2.51),[0.615-5.18],[-2.9-0.865),[-0.245-4.65],[-1.2650000000000001--1.105),C
[-0.535-2.0300000000000002),[0.685-3.4],[-2.79-0.705),[0.515-5.75],[0.935-5.15],[1.645-7.62],[2.335-6.85],[2.29-6.34],[-1.66-2.96),[2.74-6.47],[3.0300000000000002-8.38],[-1.04-2.895),[2.8449999999999998-6.13],[2.5949999999999998-7.75],[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[-3.19-0.615),[-2.9-0.865),[-2.55--0.245),[-0.485-0.585),B
[-0.535-2.0300000000000002),[-1.255-0.685),[0.705-2.29),[0.515-5.75],[0.935-5.15],[1.645-7.62],[2.335-6.85],[2.29-6.34],[2.96-6.88],[2.74-6.47],[3.0300000000000002-8.38],[-1.04-2.895),[2.8449999999999998-6.13],[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[0.835-2.51),[-3.19-0.615),[-2.9-0.865),[-0.245-4.65],[-0.485-0.585),B
[2.0300000000000002-2.165),[-1.255-0.685),[0.705-2.29),[0.515-5.75],[0.935-5.15],[-1.74-1.645),[2.335-6.85],[2.29-6.34],[-1.66-2.96),[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[-3.19-0.615),[-2.9-0.865),[-0.245-4.65],[-0.485-0.585),B
[-0.535-2.0300000000000002),[-1.255-0.685),[0.705-2.29),[-2.38-0.515),[-2.14-0.935),[-1.74-1.645),[2.335-6.85],[2.29-6.34],[2.96-6.88],[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[2.8449999999999998-6.13],[2.5949999999999998-7.75],[-2.09-2.715),[-1.56-2.3200000000000003),[0.835-2.51),[-3.19-0.615),[0.865-3.67],[-0.245-4.65],[1.62-1.9949999999999999),C
[2.165-3.31],[-1.255-0.685),[-2.79-0.705),[-2.38-0.515),[0.935-5.15],[-1.74-1.645),[-1.8-2.335),[-1.25-2.29),[-1.66-2.96),[2.74-6.47],[3.0300000000000002-8.38],[-1.04-2.895),[2.8449999999999998-6.13],[2.5949999999999998-7.75],[2.715-7.68],[2.3200000000000003-6.61],[0.835-2.51),[0.615-5.18],[-2.9-0.865),[-0.245-4.65],[1.62-1.9949999999999999),C
[-0.535-2.0300000000000002),[-1.255-0.685),[0.705-2.29),[-2.38-0.515),[-2.14-0.935),[1.645-7.62],[-1.8-2.335),[-1.25-2.29),[2.96-6.88],[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[2.8449999999999998-6.13],[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[-3.19-0.615),[-2.9-0.865),[-2.55--0.245),[0.685-0.85),B
[-1.86--0.825),[0.685-3.4],[0.705-2.29),[0.515-5.75],[0.935-5.15],[1.645-7.62],[2.335-6.85],[2.29-6.34],[2.96-6.88],[-1.77-2.74),[-1.38-3.0300000000000002),[-1.04-2.895),[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[2.51-6.61],[-3.19-0.615),[-2.9-0.865),[-0.245-4.65],[0.85-1.34),A
[-0.535-2.0300000000000002),[-1.255-0.685),[-2.79-0.705),[-2.38-0.515),[-2.14-0.935),[-1.74-1.645),[-1.8-2.335),[-1.25-2.29),[-1.66-2.96),[-1.77-2.74),[-1.38-3.0300000000000002),[2.895-6.94],[2.8449999999999998-6.13],[2.5949999999999998-7.75],[2.715-7.68],[2.3200000000000003-6.61],[2.51-6.61],[0.615-5.18],[0.865-3.67],[-0.245-4.65],[-0.485-0.585),C
[-0.535-2.0300000000000002),[-1.255-0.685),[0.705-2.29),[0.515-5.75],[0.935-5.15],[-1.74-1.645),[2.335-6.85],[-1.25-2.29),[2.96-6.88],[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[-1.6-2.8449999999999998),[2.5949999999999998-7.75],[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[-3.19-0.615),[-2.9-0.865),[-0.245-4.65],[-0.485-0.585),B
[-0.535-2.0300000000000002),[-1.255-0.685),[-2.79-0.705),[0.515-5.75],[-2.14-0.935),[-1.74-1.645),[2.335-6.85],[-1.25-2.29),[2.96-6.88],[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[-1.6-2.8449999999999998),[2.5949999999999998-7.75],[-2.09-2.715),[2.3200000000000003-6.61],[-2.85-0.835),[0.615-5.18],[-2.9-0.865),[-0.245-4.65],[-0.485-0.585),C
[-0.535-2.0300000000000002),[0.685-3.4],[0.705-2.29),[-2.38-0.515),[0.935-5.15],[1.645-7.62],[2.335-6.85],[2.29-6.34],[2.96-6.88],[2.74-6.47],[-1.38-3.0300000000000002),[-1.04-2.895),[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[0.615-5.18],[-2.9-0.865),[-2.55--0.245),[-0.485-0.585),B
[-0.535-2.0300000000000002),[-1.255-0.685),[0.705-2.29),[0.515-5.75],[0.935-5.15],[1.645-7.62],[2.335-6.85],[2.29-6.34],[2.96-6.88],[2.74-6.47],[-1.38-3.0300000000000002),[-1.04-2.895),[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[0.835-2.51),[0.615-5.18],[-2.9-0.865),[-0.245-4.65],[-0.485-0.585),A
[-0.535-2.0300000000000002),[0.685-3.4],[-2.79-0.705),[0.515-5.75],[0.935-5.15],[1.645-7.62],[2.335-6.85],[2.29-6.34],[2.96-6.88],[2.74-6.47],[3.0300000000000002-8.38],[-1.04-2.895),[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[-3.19-0.615),[-2.9-0.865),[-2.55--0.245),[1.34-1.44),B
[-0.535-2.0300000000000002),[-1.255-0.685),[0.705-2.29),[0.515-5.75],[0.935-5.15],[-1.74-1.645),[-1.8-2.335),[-1.25-2.29),[-1.66-2.96),[-1.77-2.74),[-1.38-3.0300000000000002),[2.895-6.94],[2.8449999999999998-6.13],[2.5949999999999998-7.75],[2.715-7.68],[2.3200000000000003-6.61],[0.835-2.51),[0.615-5.18],[0.865-3.67],[-0.245-4.65],[-0.485-0.585),A
[-0.535-2.0300000000000002),[-1.255-0.685),[-2.79-0.705),[0.515-5.75],[-2.14-0.935),[-1.74-1.645),[-1.8-2.335),[-1.25-2.29),[-1.66-2.96),[-1.77-2.74),[-1.38-3.0300000000000002),[2.895-6.94],[2.8449999999999998-6.13],[2.5949999999999998-7.75],[2.715-7.68],[2.3200000000000003-6.61],[2.51-6.61],[0.615-5.18],[0.865-3.67],[-0.245-4.65],[0.685-0.85),C
[-0.795--0.725),[-1.255-0.685),[-2.79-0.705),[0.515-5.75],[0.935-5.15],[1.645-7.62],[2.335-6.85],[2.29-6.34],[2.96-6.88],[2.74-6.47],[3.0300000000000002-8.38],[-1.04-2.895),[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[-3.19-0.615),[0.865-3.67],[-0.245-4.65],[-0.485-0.585),B
[-0.725--0.535),[-2.35--1.255),[-2.79-0.705),[-2.38-0.515),[-2.14-0.935),[-1.74-1.645),[2.335-6.85],[2.29-6.34],[-1.66-2.96),[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[2.8449999999999998-6.13],[2.5949999999999998-7.75],[2.715-7.68],[2.3200000000000003-6.61],[0.835-2.51),[-3.19-0.615),[0.865-3.67],[-2.55--0.245),[-0.485-0.585),C
[-0.535-2.0300000000000002),[-2.35--1.255),[0.705-2.29),[0.515-5.75],[-2.14-0.935),[-1.74-1.645),[-1.8-2.335),[-1.25-2.29),[-1.66-2.96),[-1.77-2.74),[3.0300000000000002-8.38],[2.895-6.94],[2.8449999999999998-6.13],[2.5949999999999998-7.75],[2.715-7.68],[2.3200000000000003-6.61],[2.51-6.61],[0.615-5.18],[0.865-3.67],[-0.245-4.65],[-0.785--0.685),C
[-1.86--0.825),[0.685-3.4],[-2.79-0.705),[-2.38-0.515),[-2.14-0.935),[-1.74-1.645),[-1.8-2.335),[-1.25-2.29),[2.96-6.88],[-1.77-2.74),[3.0300000000000002-8.38],[2.895-6.94],[2.8449999999999998-6.13],[2.5949999999999998-7.75],[2.715-7.68],[-1.56-2.3200000000000003),[0.835-2.51),[-3.19-0.615),[-2.9-0.865),[-2.55--0.245),[-0.88--0.785),C
[-0.535-2.0300000000000002),[0.685-3.4],[0.705-2.29),[0.515-5.75],[-2.14-0.935),[-1.74-1.645),[2.335-6.85],[2.29-6.34],[2.96-6.88],[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[-1.6-2.8449999999999998),[2.5949999999999998-7.75],[-2.09-2.715),[-1.56-2.3200000000000003),[0.835-2.51),[0.615-5.18],[-2.9-0.865),[-2.55--0.245),[-0.485-0.585),B
[-0.535-2.0300000000000002),[0.685-3.4],[0.705-2.29),[0.515-5.75],[0.935-5.15],[1.645-7.62],[2.335-6.85],[2.29-6.34],[-1.66-2.96),[-1.77-2.74),[-1.38-3.0300000000000002),[-1.04-2.895),[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[0.835-2.51),[-3.19-0.615),[0.865-3.67],[-0.245-4.65],[-0.485-0.585),A
[-0.535-2.0300000000000002),[-1.255-0.685),[-2.79-0.705),[-2.38-0.515),[-2.14-0.935),[-1.74-1.645),[-1.8-2.335),[-1.25-2.29),[-1.66-2.96),[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[2.8449999999999998-6.13],[2.5949999999999998-7.75],[-2.09-2.715),[2.3200000000000003-6.61],[0.835-2.51),[-3.19-0.615),[-2.9-0.865),[-0.245-4.65],[-1.105--0.88),C
[-0.535-2.0300000000000002),[0.685-3.4],[2.29-4.5],[0.515-5.75],[0.935-5.15],[1.645-7.62],[2.335-6.85],[2.29-6.34],[2.96-6.88],[-1.77-2.74),[-1.38-3.0300000000000002),[-1.04-2.895),[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[0.835-2.51),[-3.19-0.615),[-2.9-0.865),[-0.245-4.65],[-0.785--0.685),A
[-0.535-2.0300000000000002),[0.685-3.4],[-2.79-0.705),[0.515-5.75],[0.935-5.15],[1.645-7.62],[2.335-6.85],[2.29-6.34],[-1.66-2.96),[2.74-6.47],[-1.38-3.0300000000000002),[-1.04-2.895),[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[0.615-5.18],[-2.9-0.865),[-0.245-4.65],[-2.025--1.62),A
[-0.535-2.0300000000000002),[-1.255-0.685),[-2.79-0.705),[-2.38-0.515),[-2.14-0.935),[-1.74-1.645),[-1.8-2.335),[-1.25-2.29),[-1.66-2.96),[2.74-6.47],[-1.38-3.0300000000000002),[-1.04-2.895),[2.8449999999999998-6.13],[2.5949999999999998-7.75],[2.715-7.68],[2.3200000000000003-6.61],[2.51-6.61],[0.615-5.18],[0.865-3.67],[-0.245-4.65],[-0.485-0.585),C
[-0.535-2.0300000000000002),[-1.255-0.685),[0.705-2.29),[-2.38-0.515),[-2.14-0.935),[-1.74-1.645),[-1.8-2.335),[-1.25-2.29),[-1.66-2.96),[-1.77-2.74),[-1.38-3.0300000000000002),[-1.04-2.895),[2.8449999999999998-6.13],[2.5949999999999998-7.75],[2.715-7.68],[-1.56-2.3200000000000003),[0.835-2.51),[0.615-5.18],[0.865-3.67],[-0.245-4.65],[-0.485-0.585),C
[-0.535-2.0300000000000002),[-1.255-0.685),[0.705-2.29),[-2.38-0.515),[-2.14-0.935),[-1.74-1.645),[-1.8-2.335),[-1.25-2.29),[-1.66-2.96),[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[2.8449999999999998-6.13],[-1.88-2.5949999999999998),[2.715-7.68],[-1.56-2.3200000000000003),[-2.85-0.835),[0.615-5.18],[0.865-3.67],[-0.245-4.65],[0.685-0.85),C
[-0.535-2.0300000000000002),[-1.255-0.685),[0.705-2.29),[-2.38-0.515),[-2.14-0.935),[-1.74-1.645),[-1.8-2.335),[-1.25-2.29),[-1.66-2.96),[-1.77-2.74),[-1.38-3.0300000000000002),[-1.04-2.895),[2.8449999999999998-6.13],[2.5949999999999998-7.75],[2.715-7.68],[2.3200000000000003-6.61],[2.51-6.61],[0.615-5.18],[0.865-3.67],[-0.245-4.65],[-0.485-0.585),C
[-0.535-2.0300000000000002),[-1.255-0.685),[-2.79-0.705),[0.515-5.75],[0.935-5.15],[-1.74-1.645),[-1.8-2.335),[-1.25-2.29),[-1.66-2.96),[-1.77-2.74),[-1.38-3.0300000000000002),[2.895-6.94],[2.8449999999999998-6.13],[2.5949999999999998-7.75],[2.715-7.68],[2.3200000000000003-6.61],[2.51-6.61],[0.615-5.18],[0.865-3.67],[-2.55--0.245),[-0.485-0.585),C
[-0.725--0.535),[0.685-3.4],[-2.79-0.705),[-2.38-0.515),[-2.14-0.935),[-1.74-1.645),[-1.8-2.335),[2.29-6.34],[2.96-6.88],[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[2.8449999999999998-6.13],[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[-3.19-0.615),[-2.9-0.865),[-2.55--0.245),[1.9949999999999999-2.5300000000000002),B
[-0.535-2.0300000000000002),[0.685-3.4],[0.705-2.29),[0.515-5.75],[0.935-5.15],[1.645-7.62],[2.335-6.85],[2.29-6.34],[2.96-6.88],[2.74-6.47],[-1.38-3.0300000000000002),[-1.04-2.895),[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[-3.19-0.615),[-2.9-0.865),[-2.55--0.245),[-1.58--1.545),B
[-0.535-2.0300000000000002),[0.685-3.4],[-2.79-0.705),[-2.38-0.515),[0.935-5.15],[-1.74-1.645),[-1.8-2.335),[2.29-6.34],[2.96-6.88],[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[2.8449999999999998-6.13],[2.5949999999999998-7.75],[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[-3.19-0.615),[-2.9-0.865),[-0.245-4.65],[-1.545--1.2650000000000001),C
[-0.725--0.535),[0.685-3.4],[0.705-2.29),[0.515-5.75],[0.935-5.15],[1.645-7.62],[2.335-6.85],[2.29-6.34],[2.96-6.88],[2.74-6.47],[-1.38-3.0300000000000002),[-1.04-2.895),[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[-2.09-2.715),[-1.56-2.3200000000000003),[-2.85-0.835),[0.615-5.18],[0.865-3.67],[-2.55--0.245),[-1.2650000000000001--1.105),B
[-0.535-2.0300000000000002),[-1.255-0.685),[-2.79-0.705),[0.515-5.75],[0.935-5.15],[-1.74-1.645),[2.335-6.85],[-1.25-2.29),[-1.66-2.96),[2.74-6.47],[3.0300000000000002-8.38],[2.895-6.94],[-1.6-2.8449999999999998),[-1.88-2.5949999999999998),[2.715-7.68],[-1.56-2.3200000000000003),[0.835-2.51),[0.615-5.18],[-2.9-0.865),[-0.245-4.65],[-1.545--1.2650000000000001),A
